system,country,origin,status,url,class
BMP-1(P),Russia,Soviet Union,captured,https://i.postimg.cc/02K6dR7P/ff4k.png ,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,captured,https://i.postimg.cc/sxG1jW4t/445.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,destroyed,https://i.postimg.cc/cJyCvCjx/3d13.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,captured,https://i.postimg.cc/9fgjmDf4/54g.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,captured,https://i.postimg.cc/kGp8z952/Screenshot-9133.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,abandoned,https://i.postimg.cc/vTY7Wmd4/Screenshot-8038.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,captured,https://i.postimg.cc/jjbzC407/79p.jpg,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,destroyed,https://i.postimg.cc/cLjxX33H/h8.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,destroyed,https://i.postimg.cc/YSKxYwgj/12.jpg,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/hG2MhLNM/s2.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,abandoned,https://i.postimg.cc/TYfDBCPr/577.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/V6Xg1gbX/886.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,abandoned,https://i.postimg.cc/nzYYjDN8/Screenshot-8035.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,abandoned,https://i.postimg.cc/8cZRwV1t/Screenshot-8037.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/1zYt1hn6/r5.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,damaged,https://i.postimg.cc/vmNpXbHQ/gg2.png,Infantry Fighting Vehicles
BMP-1(P),Ukraine,Soviet Union,destroyed,https://i.postimg.cc/TwZXLdT1/d67.png,Infantry Fighting Vehicles
BMP-1(P),Russia,Soviet Union,destroyed,https://i.postimg.cc/pLPPmDn5/7764.png,Infantry Fighting Vehicles
BMP-1Khs,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/VLdFx7YY/b7.png,Armoured Fighting Vehicles
BMP-1Khs,Russia,Soviet Union,abandoned,https://i.postimg.cc/6qdwks4D/n7.jpg,Armoured Fighting Vehicles
BMP-2,Russia,Soviet Union,destroyed,https://i.postimg.cc/wxFtfg1F/jo.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/DwqTZzsJ/aa5.jpg,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,damaged,https://i.postimg.cc/2jX5hmCS/u1.jpg,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,damaged,https://i.postimg.cc/RhxT6Pz9/663.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,damaged,https://i.postimg.cc/rF84w7J1/fsl.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/15MCpgJd/3r5.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/qR49PRwf/5540.jpg,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,destroyed,https://i.postimg.cc/Xvkd415C/gg6.jpg,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/5NY2mGtq/u2.jpg,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/tJM8dQNL/h77.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/zBg2tRx0/436.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,abandoned,https://i.postimg.cc/MGgQyPNn/ff22.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,captured,https://i.postimg.cc/fRLP0tgT/mpp.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,captured,https://i.postimg.cc/zDWm7gjd/5g8.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,captured,https://i.postimg.cc/R0xn75Sp/d130.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,captured,https://i.postimg.cc/1zr5w3rW/g540.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,captured,https://i.postimg.cc/DfsyWCT2/558.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,damaged,https://i.postimg.cc/vBy9TRg0/77699.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,damaged,https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,destroyed,https://i.postimg.cc/jSsg42Dg/213.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,destroyed,https://i.postimg.cc/JhDwp7rZ/n8.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,destroyed,https://postimg.cc/XBC00RJW,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,destroyed,https://i.postimg.cc/D0mKGMQ6/b1.png,Infantry Fighting Vehicles
BMP-2,Russia,Soviet Union,destroyed,https://i.postimg.cc/vTjwtt3s/b2.png,Infantry Fighting Vehicles
